image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size,iou
002999.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002999.png,985,122,1007,222,0,0.418625504,1224,370,
001027.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001027.png,793,161,805,221,0,0.382866204,1242,375,
001027.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001027.png,789,126,809,234,0,0.469895542,1242,375,
005323.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005323.png,795,161,810,223,0,0.636862814,1242,375,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,1190,129,1237,373,0,0.277803779,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,266,148,331,345,0,0.771623433,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,239,154,301,345,0,0.821804821,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,809,164,862,331,0,0.854230285,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,711,154,741,286,0,0.892491996,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,732,163,764,279,0,0.899420261,1238,374,
002640.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002640.png,1087,124,1160,374,0,0.971194625,1238,374,
006968.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006968.png,904,142,934,292,0,0.737513125,1242,375,
003777.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003777.png,166,160,200,283,0,0.392503202,1242,375,
006937.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006937.png,851,119,934,374,0,0.741449594,1238,374,
006937.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006937.png,189,168,259,371,0,0.897125125,1238,374,
006937.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006937.png,763,147,825,374,0,0.966547012,1238,374,
003067.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003067.png,865,170,881,234,0,0.328709185,1242,375,
003067.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003067.png,861,152,886,251,0,0.358925372,1242,375,
002315.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002315.png,715,174,743,282,0,0.356770039,1238,374,
002315.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002315.png,729,165,757,295,0,0.391586542,1238,374,
002315.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002315.png,771,180,808,309,0,0.547421694,1238,374,
002315.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002315.png,924,165,959,293,0,0.558150709,1238,374,
002315.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002315.png,348,168,379,310,0,0.901444614,1238,374,
002735.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002735.png,741,107,816,327,0,0.89145416,1224,370,
000436.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000436.png,730,164,740,223,0,0.273354173,1242,375,
000436.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000436.png,1015,87,1073,321,0,0.292585462,1242,375,
000436.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000436.png,312,157,337,279,0,0.468085885,1242,375,
005014.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005014.png,431,148,441,216,0,0.270893693,1242,375,
005147.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005147.png,825,175,839,229,0,0.427990794,1242,375,
005147.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005147.png,832,169,849,241,0,0.588059902,1242,375,
004125.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004125.png,675,167,710,311,0,0.658343673,1224,370,
000028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000028.png,160,168,194,301,0,0.377554446,1224,370,
000028.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000028.png,145,125,200,322,0,0.612718344,1224,370,
007084.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007084.png,956,153,994,298,0,0.628164649,1224,370,
003450.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003450.png,1081,129,1146,300,0,0.417874604,1242,375,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,767,125,827,316,0,0.325441122,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,79,129,144,374,0,0.340001941,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,1075,138,1146,348,0,0.494537771,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,1042,136,1120,348,0,0.585190237,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,44,133,118,374,0,0.713072956,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,785,154,820,291,0,0.789076686,1238,374,
006444.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006444.png,232,159,264,280,0,0.848505378,1238,374,
004657.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004657.png,926,159,950,275,0,0.94905901,1238,374,
001846.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001846.png,1035,129,1090,310,0,0.68770498,1224,370,
007023.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007023.png,448,101,552,342,0,0.883149981,1224,370,
000033.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000033.png,291,166,305,227,0,0.411907166,1242,375,
001972.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001972.png,483,146,496,220,0,0.4733648,1238,374,
001972.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001972.png,874,138,897,247,0,0.52373457,1238,374,
001972.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001972.png,238,173,291,336,0,0.900977552,1238,374,
005338.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005338.png,811,170,825,231,0,0.792303681,1242,375,
002043.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002043.png,814,172,827,217,0,0.399685055,1242,375,
004569.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004569.png,985,119,1008,224,0,0.387210459,1224,370,
006807.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006807.png,73,104,156,333,0,0.729125738,1224,370,
006424.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006424.png,1006,153,1065,339,0,0.270791769,1238,374,
006424.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006424.png,298,174,329,322,0,0.368436635,1238,374,
006424.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006424.png,783,162,808,293,0,0.443736583,1238,374,
006424.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006424.png,278,180,317,323,0,0.615313292,1238,374,
006451.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006451.png,266,116,329,314,0,0.894248784,1224,370,
005121.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005121.png,769,150,799,297,0,0.7294029,1242,375,
005429.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005429.png,885,128,945,308,0,0.809572458,1224,370,
001654.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001654.png,513,152,550,303,0,0.760900199,1224,370,
005391.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005391.png,413,149,445,288,0,0.251361936,1224,370,
005391.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005391.png,121,164,132,235,0,0.252969116,1224,370,
005391.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005391.png,5,174,26,273,0,0.273542345,1224,370,
005391.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005391.png,663,145,697,252,0,0.583455622,1224,370,
001263.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001263.png,872,171,883,221,0,0.293794274,1242,375,
005933.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005933.png,660,162,669,205,0,0.423949897,1242,375,
000604.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000604.png,574,137,613,318,0,0.336313486,1224,370,
002680.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002680.png,220,153,283,330,0,0.718199134,1224,370,
002699.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002699.png,250,100,350,374,0,0.535182893,1238,374,
001450.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001450.png,837,159,849,229,0,0.278634787,1242,375,
001714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001714.png,242,161,255,239,0,0.321358711,1224,370,
001714.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001714.png,607,145,639,246,0,0.65457058,1224,370,
007290.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007290.png,1125,104,1188,370,0,0.477493614,1224,370,
007290.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/007290.png,1027,91,1088,370,0,0.507219613,1224,370,
003031.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003031.png,91,165,120,266,0,0.34267208,1242,375,
003031.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003031.png,394,151,407,209,0,0.443872988,1242,375,
001384.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001384.png,996,121,1047,315,0,0.726058245,1224,370,
001207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001207.png,733,151,759,256,0,0.284303844,1238,374,
001207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001207.png,666,135,693,267,0,0.370859951,1238,374,
001207.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001207.png,714,145,742,263,0,0.417472541,1238,374,
006822.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006822.png,1043,141,1105,364,0,0.968419075,1242,375,
001431.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/001431.png,1082,122,1136,325,0,0.842502594,1224,370,
004715.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/004715.png,514,174,527,229,0,0.31425184,1241,376,
002709.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002709.png,527,171,537,230,0,0.415597439,1238,374,
000782.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000782.png,264,175,298,320,0,0.277285993,1242,375,
000782.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000782.png,282,177,315,314,0,0.8271842,1242,375,
003217.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/003217.png,696,162,709,229,0,0.277875215,1242,375,
005336.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005336.png,9,135,63,374,0,0.469266951,1238,374,
005336.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005336.png,21,114,97,374,0,0.57640028,1238,374,
000750.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000750.png,306,120,326,219,0,0.363658935,1242,375,
005559.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/005559.png,83,101,162,334,0,0.944994748,1224,370,
006210.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006210.png,1141,127,1197,374,0,0.300034493,1238,374,
006210.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006210.png,521,167,585,349,0,0.340351611,1238,374,
006210.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006210.png,793,119,866,374,0,0.7445274,1238,374,
006210.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/006210.png,755,128,826,371,0,0.9214468,1238,374,
002538.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/002538.png,801,164,815,231,0,0.311089545,1242,375,
000332.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000332.png,919,173,950,286,0,0.747637928,1238,374,
000332.png,/home/jafar/Documents/Multimodal-Pedestrian-Detection-System/yolo_first_try/TrainYourOwnYOLO/Data/Source_Images/Test_Images/000332.png,752,177,786,301,0,0.864193976,1238,374,
